SAMPLE_NAME,Collection_ID,sample type,DNAextraction_plate,DNAextraction_well,LOCATION_ID,openBIS identifier,Collected by ,COLLECTION_DATE,Comment,id_sampling,Plot #,Row #,Vine #,Lat.,Long.,Replicate
Lavaux_2023-08-24_must_Plot20,Veraison_2023,must,DNA40,G6,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4839,Lena Flörl,2023-08-24,,,20,,,,,
Lavaux_2023-08-24_must_Plot17,Veraison_2023,must,DNA40,B5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4840,Lena Flörl,2023-08-24,,,17,,,,,
Lavaux_2023-08-24_soil_Plot4,Veraison_2023,soil,DNA31,F4,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4841,Lena Flörl,2023-08-24,,,4,,,,,
Lavaux_2023-08-24_soil_Plot5,Veraison_2023,soil,DNA31,A5,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4842,Lena Flörl,2023-08-24,,,5,,,,,
Lavaux_2023-08-24_soil_Plot9,Veraison_2023,soil,DNA31,E4,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4843,Lena Flörl,2023-08-24,,,9,,,,,
Lavaux_2023-08-24_soil_Plot12,Veraison_2023,soil,DNA31,C4,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4845,Lena Flörl,2023-08-24,,,12,,,,,
Lavaux_2023-08-24_soil_Plot13,Veraison_2023,soil,DNA31,H4,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4846,Lena Flörl,2023-08-24,,,13,,,,,
Lavaux_2023-08-24_soil_Plot14,Veraison_2023,soil,DNA31,D4,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4847,Lena Flörl,2023-08-24,,,14,,,,,
Lavaux_2023-08-24_soil_Plot15,Veraison_2023,soil,DNA31,G5,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4848,Lena Flörl,2023-08-24,,,15,,,,,
Lavaux_2023-08-24_soil_Plot19,Veraison_2023,soil,DNA31,D5,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4849,Lena Flörl,2023-08-24,,,19,,,,,
Lavaux_2023-08-24_soil_Plot20,Veraison_2023,soil,DNA31,C5,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4850,Lena Flörl,2023-08-24,,,20,,,,,
Lavaux_2023-08-24_soil_Plot17,Veraison_2023,soil,DNA31,B5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4851,Lena Flörl,2023-08-24,,,17,,,,,
Lavaux_2023-09-20_must_Plot4_RepA,Harvest_2023,must,DNA40,E3,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4852,Lena Flörl,2023-09-20,,,4,,,,,A
Lavaux_2023-09-20_must_Plot4_RepB,Harvest_2023,must,DNA40,D4,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4853,Lena Flörl,2023-09-20,,,4,,,,,B
Lavaux_2023-09-20_must_Plot4_RepC,Harvest_2023,must,DNA40,B3,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4854,Lena Flörl,2023-09-20,,,4,,,,,C
Lavaux_2023-09-20_must_Plot4_RepD,Harvest_2023,must,DNA40,D1,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4855,Lena Flörl,2023-09-20,,,4,,,,,D
Lavaux_2023-09-20_must_Plot4_RepE,Harvest_2023,must,DNA40,C1,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4856,Lena Flörl,2023-09-20,,,4,,,,,E
Lavaux_2023-09-20_must_Plot5_RepA,Harvest_2023,must,DNA40,B6,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4857,Lena Flörl,2023-09-20,,,5,,,,,A
Lavaux_2023-09-20_must_Plot5_RepB,Harvest_2023,must,DNA40,H6,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4858,Lena Flörl,2023-09-20,,,5,,,,,B
Lavaux_2023-09-20_must_Plot5_RepC,Harvest_2023,must,DNA40,C7,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4859,Lena Flörl,2023-09-20,,,5,,,,,C
Lavaux_2023-09-20_must_Plot5_RepD,Harvest_2023,must,DNA40,F6,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4860,Lena Flörl,2023-09-20,,,5,,,,,D
Lavaux_2023-09-20_must_Plot5_RepE,Harvest_2023,must,DNA40,D8,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4861,Lena Flörl,2023-09-20,,,5,,,,,E
Lavaux_2023-09-20_must_Plot9_RepA,Harvest_2023,must,DNA40,D5,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4862,Lena Flörl,2023-09-20,,,9,,,,,A
Lavaux_2023-09-20_must_Plot9_RepB,Harvest_2023,must,DNA40,C6,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4863,Lena Flörl,2023-09-20,,,9,,,,,B
Lavaux_2023-09-20_must_Plot9_RepC,Harvest_2023,must,DNA40,F7,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4864,Lena Flörl,2023-09-20,,,9,,,,,C
Lavaux_2023-09-20_must_Plot9_RepD,Harvest_2023,must,DNA40,F8,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4865,Lena Flörl,2023-09-20,,,9,,,,,D
Lavaux_2023-09-20_must_Plot9_RepE,Harvest_2023,must,DNA40,H5,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4866,Lena Flörl,2023-09-20,,,9,,,,,E
Lavaux_2023-09-20_must_Plot12_RepA,Harvest_2023,must,DNA40,B2,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4867,Lena Flörl,2023-09-20,,,12,,,,,A
Lavaux_2023-09-20_must_Plot12_RepB,Harvest_2023,must,DNA40,H4,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4868,Lena Flörl,2023-09-20,,,12,,,,,B
Lavaux_2023-09-20_must_Plot12_RepC,Harvest_2023,must,DNA40,B4,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4869,Lena Flörl,2023-09-20,,,12,,,,,C
Lavaux_2023-09-20_must_Plot12_RepD,Harvest_2023,must,DNA40,A3,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4870,Lena Flörl,2023-09-20,,,12,,,,,D
Lavaux_2023-09-20_must_Plot12_RepE,Harvest_2023,must,DNA40,G2,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4871,Lena Flörl,2023-09-20,,,12,,,,,E
Lavaux_2023-09-20_must_Plot13_RepA,Harvest_2023,must,DNA40,A1,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4872,Lena Flörl,2023-09-20,,,13,,,,,A
Lavaux_2023-09-20_must_Plot13_RepB,Harvest_2023,must,DNA40,C2,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4873,Lena Flörl,2023-09-20,,,13,,,,,B
Lavaux_2023-09-20_must_Plot13_RepC,Harvest_2023,must,DNA40,H1,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4874,Lena Flörl,2023-09-20,,,13,,,,,C
Lavaux_2023-09-20_must_Plot13_RepD,Harvest_2023,must,DNA40,D3,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4875,Lena Flörl,2023-09-20,,,13,,,,,D
Lavaux_2023-09-20_must_Plot13_RepE,Harvest_2023,must,DNA40,E4,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4876,Lena Flörl,2023-09-20,,,13,,,,,E
Lavaux_2023-09-20_must_Plot14_RepA,Harvest_2023,must,DNA40,G5,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4877,Lena Flörl,2023-09-20,,,14,,,,,A
Lavaux_2023-09-20_must_Plot14_RepB,Harvest_2023,must,DNA40,A7,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4878,Lena Flörl,2023-09-20,,,14,,,,,B
Lavaux_2023-09-20_must_Plot14_RepC,Harvest_2023,must,DNA40,E8,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4879,Lena Flörl,2023-09-20,,,14,,,,,C
Lavaux_2023-09-20_must_Plot14_RepD,Harvest_2023,must,DNA40,C8,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4880,Lena Flörl,2023-09-20,,,14,,,,,D
Lavaux_2023-09-20_must_Plot14_RepE,Harvest_2023,must,DNA40,D6,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4881,Lena Flörl,2023-09-20,,,14,,,,,E
Lavaux_2023-09-20_must_Plot15_RepA,Harvest_2023,must,DNA40,B1,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4882,Lena Flörl,2023-09-20,,,15,,,,,A
Lavaux_2023-09-20_must_Plot15_RepB,Harvest_2023,must,DNA40,F4,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4883,Lena Flörl,2023-09-20,,,15,,,,,B
Lavaux_2023-09-20_must_Plot15_RepC,Harvest_2023,must,DNA40,G1,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4884,Lena Flörl,2023-09-20,,,15,,,,,C
Lavaux_2023-09-20_must_Plot15_RepD,Harvest_2023,must,DNA40,F3,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4885,Lena Flörl,2023-09-20,,,15,,,,,D
Lavaux_2023-09-20_must_Plot15_RepE,Harvest_2023,must,DNA40,H2,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4886,Lena Flörl,2023-09-20,,,15,,,,,E
Lavaux_2023-09-20_must_Plot19_RepA,Harvest_2023,must,DNA40,F2,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4887,Lena Flörl,2023-09-20,,,19,,,,,A
Lavaux_2023-09-20_must_Plot19_RepB,Harvest_2023,must,DNA40,F1,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4888,Lena Flörl,2023-09-20,,,19,,,,,B
Lavaux_2023-09-20_must_Plot19_RepC,Harvest_2023,must,DNA40,A4,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4889,Lena Flörl,2023-09-20,,,19,,,,,C
Lavaux_2023-09-20_must_Plot19_RepD,Harvest_2023,must,DNA40,G3,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4890,Lena Flörl,2023-09-20,,,19,,,,,D
Lavaux_2023-09-20_must_Plot19_RepE,Harvest_2023,must,DNA40,A2,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4891,Lena Flörl,2023-09-20,,,19,,,,,E
Lavaux_2023-09-20_must_Plot20_RepA,Harvest_2023,must,DNA40,E1,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4892,Lena Flörl,2023-09-20,,,20,,,,,A
Lavaux_2023-09-20_must_Plot20_RepB,Harvest_2023,must,DNA40,C3,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4893,Lena Flörl,2023-09-20,,,20,,,,,B
Lavaux_2023-09-20_must_Plot20_RepC,Harvest_2023,must,DNA40,C4,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4894,Lena Flörl,2023-09-20,,,20,,,,,C
Lavaux_2023-09-20_must_Plot20_RepD,Harvest_2023,must,DNA40,D2,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4895,Lena Flörl,2023-09-20,,,20,,,,,D
Lavaux_2023-09-20_must_Plot20_RepE,Harvest_2023,must,DNA40,H3,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4896,Lena Flörl,2023-09-20,,,20,,,,,E
Lavaux_2023-09-20_must_Plot17_RepA,Harvest_2023,must,DNA40,A8,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4897,Lena Flörl,2023-09-20,,,17,,,,,A
Lavaux_2023-09-20_must_Plot17_RepB,Harvest_2023,must,DNA40,F5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4898,Lena Flörl,2023-09-20,,,17,,,,,B
Lavaux_2023-09-20_must_Plot17_RepC,Harvest_2023,must,DNA40,A5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4899,Lena Flörl,2023-09-20,,,17,,,,,C
Lavaux_2023-09-20_must_Plot17_RepD,Harvest_2023,must,DNA40,C5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4900,Lena Flörl,2023-09-20,,,17,,,,,D
Lavaux_2023-09-20_must_Plot17_RepE,Harvest_2023,must,DNA40,G7,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4901,Lena Flörl,2023-09-20,,,17,,,,,E
MV_Must_Plot12_2022-09-13,Microvinification_2022,MV-must,DNA28,E3,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4902,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot13_2022-09-13,Microvinification_2022,MV-must,DNA28,C3,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4903,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot14_2022-09-13,Microvinification_2022,MV-must,DNA28,E1,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4904,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot15_2022-09-13,Microvinification_2022,MV-must,DNA28,A2,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4905,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot17_2022-09-13,Microvinification_2022,MV-must,DNA28,C1,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4906,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot19_2022-09-13,Microvinification_2022,MV-must,DNA28,H1,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4907,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot20_2022-09-13,Microvinification_2022,MV-must,DNA28,C2,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4908,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot4_2022-09-13,Microvinification_2022,MV-must,DNA28,A3,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4909,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot5_2022-09-13,Microvinification_2022,MV-must,DNA28,F1,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4910,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Must_Plot9_2022-09-13,Microvinification_2022,MV-must,DNA28,D2,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4911,Patrik Schönenberger,2022-09-13,,,,,,,,
MV_Post-AF_Plot12_2022-09-30,Microvinification_2022,Post-AF,DNA28,B3,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4912,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot13_2022-09-30,Microvinification_2022,Post-AF,DNA28,A1,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4913,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot14_2022-09-30,Microvinification_2022,Post-AF,DNA28,F3,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4914,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot15_2022-09-30,Microvinification_2022,Post-AF,DNA28,B1,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4915,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot17_2022-09-30,Microvinification_2022,Post-AF,DNA28,F2,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4916,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot19_2022-09-30,Microvinification_2022,Post-AF,DNA28,D3,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4917,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot20_2022-09-30,Microvinification_2022,Post-AF,DNA28,E2,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4918,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot4_2022-09-30,Microvinification_2022,Post-AF,DNA28,H2,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4919,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot5_2022-09-30,Microvinification_2022,Post-AF,DNA28,B2,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4920,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Post-AF_Plot9_2022-09-30,Microvinification_2022,Post-AF,DNA28,G1,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4921,Patrik Schönenberger,2022-09-30,,,,,,,,
MV_Must_Plot12_2023-09-23,Microvinification_2023,MV-must,DNA42,A10,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4922,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot13_2023-09-23,Microvinification_2023,MV-must,DNA38,A12,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4923,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot14_2023-09-23,Microvinification_2023,MV-must,DNA38,G12,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4924,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot15_2023-09-23,Microvinification_2023,MV-must,DNA42,E8,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4925,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot17_2023-09-23,Microvinification_2023,MV-must,DNA42,B9,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4926,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot19_2023-09-23,Microvinification_2023,MV-must,DNA38,E12,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4927,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot20_2023-09-23,Microvinification_2023,MV-must,DNA42,A8,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4928,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot4_2023-09-23,Microvinification_2023,MV-must,DNA42,C8,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4929,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot5_2023-09-23,Microvinification_2023,MV-must,DNA42,G7,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4930,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Must_Plot9_2023-09-23,Microvinification_2023,MV-must,DNA42,F9,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4931,Patrik Schönenberger,2023-09-23,,,,,,,,
MV_Post-AF_Plot12_2023-10-11,Microvinification_2023,Post-AF,DNA38,F12,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4932,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot13_2023-10-11,Microvinification_2023,Post-AF,DNA38,H11,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4933,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot14_2023-10-11,Microvinification_2023,Post-AF,DNA42,D9,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4934,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot15_2023-10-11,Microvinification_2023,Post-AF,DNA42,G8,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4935,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot17_2023-10-11,Microvinification_2023,Post-AF,DNA42,F8,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4936,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot19_2023-10-11,Microvinification_2023,Post-AF,DNA42,B8,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4937,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot20_2023-10-11,Microvinification_2023,Post-AF,DNA42,B10,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4938,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot4_2023-10-11,Microvinification_2023,Post-AF,DNA42,E9,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4939,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot5_2023-10-11,Microvinification_2023,Post-AF,DNA42,H7,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4940,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-AF_Plot9_2023-10-11,Microvinification_2023,Post-AF,DNA42,H8,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4941,Patrik Schönenberger,2023-10-11,,,,,,,,
MV_Post-MLF_Plot12_2023-12-11,Microvinification_2023,Post-MLF,DNA42,D8,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV4942,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot13_2023-12-11,Microvinification_2023,Post-MLF,DNA38,B12,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV4943,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot14_2023-12-11,Microvinification_2023,Post-MLF,DNA42,H9,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV4944,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot15_2023-12-11,Microvinification_2023,Post-MLF,DNA42,G9,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV4945,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot17_2023-12-11,Microvinification_2023,Post-MLF,DNA42,C9,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV4946,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot19_2023-12-11,Microvinification_2023,Post-MLF,DNA42,F7,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV4947,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot20_2023-12-11,Microvinification_2023,Post-MLF,DNA42,A9,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV4948,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot4_2023-12-11,Microvinification_2023,Post-MLF,DNA38,G11,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV4949,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot5_2023-12-11,Microvinification_2023,Post-MLF,DNA38,D12,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV4950,Patrik Schönenberger,2023-12-11,,,,,,,,
MV_Post-MLF_Plot9_2023-12-11,Microvinification_2023,Post-MLF,DNA38,C12,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV4951,Patrik Schönenberger,2023-12-11,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
