id	SAMPLE_NAME	Fungal conc. (ng/uL)	Collection_ID	sample_type	Plot_ID	COLLECTION_DATE	Replicate	Time_point	Year	Year_Cat	Plot	Altitude	Average_slope	Exposition	Min_radiation	Max_radiation	Average_radiation	Soil_thickness	Soil_type	Soil_depth	Hydromorphie	Hydromorphie_code	Geology	Coordinates	Latitude	Longitude	Quadrant	Cluster	Plot_PCA_kMeans_Cluster	washed
364525_301-LP3-ITS-0301	Lavaux_2022-03-08_soil_Plot20	0.09	Spring_2022	soil	Lavaux_Plot_20	08.03.2022		Spring	2022	Year2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	46°29′37.675″N 6°43′14.058″E	46.4938871757964	6.72055024597156	SE	Cluster2	Cluster4	no
364525_305-LP3-ITS-0305	Lavaux_2022-03-08_soil_Plot17	6.59	Spring_2022	soil	Lavaux_Plot_17	08.03.2022		Spring	2022	Year2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	46°29′17.306″N 6°43′16.790″E	46.4882217976717	6.72133060338618	SE	Cluster2	Cluster3	no
364526_272-LP3-ITS-0848	Lavaux_2022-08-10_bark_Plot4	3.3	Veraison_2022	bark	Lavaux_Plot_4	10.08.2022		Veraison	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364526_273-LP3-ITS-0849	Lavaux_2022-08-10_bark_Plot5	2.5	Veraison_2022	bark	Lavaux_Plot_5	10.08.2022		Veraison	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364526_268-LP3-ITS-0844	Lavaux_2022-08-10_bark_Plot9	3.3	Veraison_2022	bark	Lavaux_Plot_9	10.08.2022		Veraison	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364526_270-LP3-ITS-0846	Lavaux_2022-08-10_bark_Plot11	2.9	Veraison_2022	bark	Lavaux_Plot_11	10.08.2022		Veraison	2022	Year2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	46°30′00.818″N 6°42′23.968″E	46.5002436975776	6.70665543730247	NW	Cluster3	Cluster1	no
364526_271-LP3-ITS-0847	Lavaux_2022-08-10_bark_Plot12	2.1	Veraison_2022	bark	Lavaux_Plot_12	10.08.2022		Veraison	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364526_281-LP3-ITS-0857	Lavaux_2022-08-10_bark_Plot13	0.1	Veraison_2022	bark	Lavaux_Plot_13	10.08.2022		Veraison	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364526_267-LP3-ITS-0843	Lavaux_2022-08-10_bark_Plot14	0.9	Veraison_2022	bark	Lavaux_Plot_14	10.08.2022		Veraison	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364526_279-LP3-ITS-0855	Lavaux_2022-08-10_bark_Plot15	3.4	Veraison_2022	bark	Lavaux_Plot_15	10.08.2022		Veraison	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364526_269-LP3-ITS-0845	Lavaux_2022-08-10_bark_Plot19	3.8	Veraison_2022	bark	Lavaux_Plot_19	10.08.2022		Veraison	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
364526_274-LP3-ITS-0850	Lavaux_2022-08-10_bark_Plot20	0.1	Veraison_2022	bark	Lavaux_Plot_20	10.08.2022		Veraison	2022	Year2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	46°29′37.675″N 6°43′14.058″E	46.4938871757964	6.72055024597156	SE	Cluster2	Cluster4	no
364525_326-LP3-ITS-0326	Lavaux_2022-08-10_bark_Plot17	0.99	Veraison_2022	bark	Lavaux_Plot_17	10.08.2022		Veraison	2022	Year2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	46°29′17.306″N 6°43′16.790″E	46.4882217976717	6.72133060338618	SE	Cluster2	Cluster3	no
364525_255-LP3-ITS-0255	Lavaux_2022-08-10_must_Plot4	0.64	Veraison_2022	must	Lavaux_Plot_4	10.08.2022		Veraison	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_263-LP3-ITS-0263	Lavaux_2022-08-10_must_Plot5	0.15	Veraison_2022	must	Lavaux_Plot_5	10.08.2022		Veraison	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_271-LP3-ITS-0271	Lavaux_2022-08-10_must_Plot9	1.38	Veraison_2022	must	Lavaux_Plot_9	10.08.2022		Veraison	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_279-LP3-ITS-0279	Lavaux_2022-08-10_must_Plot11	1.76	Veraison_2022	must	Lavaux_Plot_11	10.08.2022		Veraison	2022	Year2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	46°30′00.818″N 6°42′23.968″E	46.5002436975776	6.70665543730247	NW	Cluster3	Cluster1	no
364525_287-LP3-ITS-0287	Lavaux_2022-08-10_must_Plot12	2.73	Veraison_2022	must	Lavaux_Plot_12	10.08.2022		Veraison	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_200-LP3-ITS-0200	Lavaux_2022-08-10_must_Plot13	2.51	Veraison_2022	must	Lavaux_Plot_13	10.08.2022		Veraison	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_208-LP3-ITS-0208	Lavaux_2022-08-10_must_Plot14	1.29	Veraison_2022	must	Lavaux_Plot_14	10.08.2022		Veraison	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_216-LP3-ITS-0216	Lavaux_2022-08-10_must_Plot15	13.07	Veraison_2022	must	Lavaux_Plot_15	10.08.2022		Veraison	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_248-LP3-ITS-0248	Lavaux_2022-08-10_must_Plot19	0.47	Veraison_2022	must	Lavaux_Plot_19	10.08.2022		Veraison	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
364525_256-LP3-ITS-0256	Lavaux_2022-08-10_must_Plot20	1.74	Veraison_2022	must	Lavaux_Plot_20	10.08.2022		Veraison	2022	Year2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	46°29′37.675″N 6°43′14.058″E	46.4938871757964	6.72055024597156	SE	Cluster2	Cluster4	no
364525_224-LP3-ITS-0224	Lavaux_2022-08-10_must_Plot17	1.24	Veraison_2022	must	Lavaux_Plot_17	10.08.2022		Veraison	2022	Year2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	46°29′17.306″N 6°43′16.790″E	46.4882217976717	6.72133060338618	SE	Cluster2	Cluster3	no
364525_296-LP3-ITS-0296	Lavaux_2022-08-10_soil_Plot4	4.85	Veraison_2022	soil	Lavaux_Plot_4	10.08.2022		Veraison	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_290-LP3-ITS-0290	Lavaux_2022-08-10_soil_Plot5	5.49	Veraison_2022	soil	Lavaux_Plot_5	10.08.2022		Veraison	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_302-LP3-ITS-0302	Lavaux_2022-08-10_soil_Plot9	0.12	Veraison_2022	soil	Lavaux_Plot_9	10.08.2022		Veraison	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_291-LP3-ITS-0291	Lavaux_2022-08-10_soil_Plot11	5.93	Veraison_2022	soil	Lavaux_Plot_11	10.08.2022		Veraison	2022	Year2022	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	46°30′00.818″N 6°42′23.968″E	46.5002436975776	6.70665543730247	NW	Cluster3	Cluster1	no
364525_298-LP3-ITS-0298	Lavaux_2022-08-10_soil_Plot12	0.34	Veraison_2022	soil	Lavaux_Plot_12	10.08.2022		Veraison	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_292-LP3-ITS-0292	Lavaux_2022-08-10_soil_Plot13	5.28	Veraison_2022	soil	Lavaux_Plot_13	10.08.2022		Veraison	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_293-LP3-ITS-0293	Lavaux_2022-08-10_soil_Plot14	6.71	Veraison_2022	soil	Lavaux_Plot_14	10.08.2022		Veraison	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_295-LP3-ITS-0295	Lavaux_2022-08-10_soil_Plot15	4.62	Veraison_2022	soil	Lavaux_Plot_15	10.08.2022		Veraison	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_297-LP3-ITS-0297	Lavaux_2022-08-10_soil_Plot19	0.18	Veraison_2022	soil	Lavaux_Plot_19	10.08.2022		Veraison	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
364525_294-LP3-ITS-0294	Lavaux_2022-08-10_soil_Plot20	4.82	Veraison_2022	soil	Lavaux_Plot_20	10.08.2022		Veraison	2022	Year2022	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	46°29′37.675″N 6°43′14.058″E	46.4938871757964	6.72055024597156	SE	Cluster2	Cluster4	no
364525_289-LP3-ITS-0289	Lavaux_2022-08-10_soil_Plot17	1.11	Veraison_2022	soil	Lavaux_Plot_17	10.08.2022		Veraison	2022	Year2022	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	46°29′17.306″N 6°43′16.790″E	46.4882217976717	6.72133060338618	SE	Cluster2	Cluster3	no
364525_211-LP3-ITS-0211	Lavaux_2022-09-09_must_Plot4_RepA	1.72	Harvest_2022	must	Lavaux_Plot_4	09.09.2022	A	Harvest	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_219-LP3-ITS-0219	Lavaux_2022-09-09_must_Plot4_RepB	2.94	Harvest_2022	must	Lavaux_Plot_4	09.09.2022	B	Harvest	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_227-LP3-ITS-0227	Lavaux_2022-09-09_must_Plot4_RepC	7.64	Harvest_2022	must	Lavaux_Plot_4	09.09.2022	C	Harvest	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_235-LP3-ITS-0235	Lavaux_2022-09-09_must_Plot4_RepD	4.87	Harvest_2022	must	Lavaux_Plot_4	09.09.2022	D	Harvest	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_243-LP3-ITS-0243	Lavaux_2022-09-09_must_Plot4_RepE	0.71	Harvest_2022	must	Lavaux_Plot_4	09.09.2022	E	Harvest	2022	Year2022	4	450	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′55.815″N 6°42′29.007″E	46.4988570548289	6.70807175575627	NW	Cluster3	Cluster1	no
364525_251-LP3-ITS-0251	Lavaux_2022-09-09_must_Plot5_RepA	1.08	Harvest_2022	must	Lavaux_Plot_5	09.09.2022	A	Harvest	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_259-LP3-ITS-0259	Lavaux_2022-09-09_must_Plot5_RepB	1.72	Harvest_2022	must	Lavaux_Plot_5	09.09.2022	B	Harvest	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_267-LP3-ITS-0267	Lavaux_2022-09-09_must_Plot5_RepC	3.53	Harvest_2022	must	Lavaux_Plot_5	09.09.2022	C	Harvest	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_275-LP3-ITS-0275	Lavaux_2022-09-09_must_Plot5_RepD	1.5	Harvest_2022	must	Lavaux_Plot_5	09.09.2022	D	Harvest	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_283-LP3-ITS-0283	Lavaux_2022-09-09_must_Plot5_RepE	0.83	Harvest_2022	must	Lavaux_Plot_5	09.09.2022	E	Harvest	2022	Year2022	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′47.037″N 6°42′31.353″E	46.4964065903741	6.70871201397826	SW	Cluster3	Cluster3	no
364525_196-LP3-ITS-0196	Lavaux_2022-09-09_must_Plot9_RepA	1.98	Harvest_2022	must	Lavaux_Plot_9	09.09.2022	A	Harvest	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_204-LP3-ITS-0204	Lavaux_2022-09-09_must_Plot9_RepB	3.21	Harvest_2022	must	Lavaux_Plot_9	09.09.2022	B	Harvest	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_212-LP3-ITS-0212	Lavaux_2022-09-09_must_Plot9_RepC	1.81	Harvest_2022	must	Lavaux_Plot_9	09.09.2022	C	Harvest	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_220-LP3-ITS-0220	Lavaux_2022-09-09_must_Plot9_RepD	1.95	Harvest_2022	must	Lavaux_Plot_9	09.09.2022	D	Harvest	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_228-LP3-ITS-0228	Lavaux_2022-09-09_must_Plot9_RepE	4.96	Harvest_2022	must	Lavaux_Plot_9	09.09.2022	E	Harvest	2022	Year2022	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	46°29′57.936″N 6°42′44.103″E	46.4994682681065	6.71224196270189	NE	Cluster3	Cluster2	no
364525_236-LP3-ITS-0236	Lavaux_2022-09-09_must_Plot12_RepA	3.06	Harvest_2022	must	Lavaux_Plot_12	09.09.2022	A	Harvest	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_244-LP3-ITS-0244	Lavaux_2022-09-09_must_Plot12_RepB	1.38	Harvest_2022	must	Lavaux_Plot_12	09.09.2022	B	Harvest	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_252-LP3-ITS-0252	Lavaux_2022-09-09_must_Plot12_RepC	3.14	Harvest_2022	must	Lavaux_Plot_12	09.09.2022	C	Harvest	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_260-LP3-ITS-0260	Lavaux_2022-09-09_must_Plot12_RepD	6.52	Harvest_2022	must	Lavaux_Plot_12	09.09.2022	D	Harvest	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_268-LP3-ITS-0268	Lavaux_2022-09-09_must_Plot12_RepE	4.99	Harvest_2022	must	Lavaux_Plot_12	09.09.2022	E	Harvest	2022	Year2022	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	46°30′09.426″N 6°42′17.825″E	46.5026282835503	6.70495171985618	NW	Cluster1	Cluster1	no
364525_276-LP3-ITS-0276	Lavaux_2022-09-09_must_Plot13_RepA	3.17	Harvest_2022	must	Lavaux_Plot_13	09.09.2022	A	Harvest	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_284-LP3-ITS-0284	Lavaux_2022-09-09_must_Plot13_RepB	7.17	Harvest_2022	must	Lavaux_Plot_13	09.09.2022	B	Harvest	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_197-LP3-ITS-0197	Lavaux_2022-09-09_must_Plot13_RepC	3.08	Harvest_2022	must	Lavaux_Plot_13	09.09.2022	C	Harvest	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_205-LP3-ITS-0205	Lavaux_2022-09-09_must_Plot13_RepD	4.07	Harvest_2022	must	Lavaux_Plot_13	09.09.2022	D	Harvest	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_213-LP3-ITS-0213	Lavaux_2022-09-09_must_Plot13_RepE	4.84	Harvest_2022	must	Lavaux_Plot_13	09.09.2022	E	Harvest	2022	Year2022	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	46°29′59.656″N 6°42′21.944″E	46.4999921506673	6.70610909063848	NW	Cluster3	Cluster1	no
364525_221-LP3-ITS-0221	Lavaux_2022-09-09_must_Plot14_RepA	2.15	Harvest_2022	must	Lavaux_Plot_14	09.09.2022	A	Harvest	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_229-LP3-ITS-0229	Lavaux_2022-09-09_must_Plot14_RepB	0.71	Harvest_2022	must	Lavaux_Plot_14	09.09.2022	B	Harvest	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_237-LP3-ITS-0237	Lavaux_2022-09-09_must_Plot14_RepC	2.94	Harvest_2022	must	Lavaux_Plot_14	09.09.2022	C	Harvest	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_245-LP3-ITS-0245	Lavaux_2022-09-09_must_Plot14_RepD	0.001	Harvest_2022	must	Lavaux_Plot_14	09.09.2022	D	Harvest	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_253-LP3-ITS-0253	Lavaux_2022-09-09_must_Plot14_RepE	1.19	Harvest_2022	must	Lavaux_Plot_14	09.09.2022	E	Harvest	2022	Year2022	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	46°29′50.529″N 6°42′25.467″E	46.4974937572741	6.70710403923947	NW	Cluster3	Cluster3	no
364525_261-LP3-ITS-0261	Lavaux_2022-09-09_must_Plot15_RepA	1.78	Harvest_2022	must	Lavaux_Plot_15	09.09.2022	A	Harvest	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_277-LP3-ITS-0277	Lavaux_2022-09-09_must_Plot15_RepB	5.08	Harvest_2022	must	Lavaux_Plot_15	09.09.2022	B	Harvest	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_285-LP3-ITS-0285	Lavaux_2022-09-09_must_Plot15_RepC	4.08	Harvest_2022	must	Lavaux_Plot_15	09.09.2022	C	Harvest	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_198-LP3-ITS-0198	Lavaux_2022-09-09_must_Plot15_RepD	3.01	Harvest_2022	must	Lavaux_Plot_15	09.09.2022	D	Harvest	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_206-LP3-ITS-0206	Lavaux_2022-09-09_must_Plot15_RepE	3.25	Harvest_2022	must	Lavaux_Plot_15	09.09.2022	E	Harvest	2022	Year2022	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	46°30′21.494″N 6°42′08.609″E	46.5060665399151	6.70239140408832	NW	Cluster1	Cluster1	no
364525_262-LP3-ITS-0262	Lavaux_2022-09-09_must_Plot19_RepA	1.67	Harvest_2022	must	Lavaux_Plot_19	09.09.2022	A	Harvest	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
364525_270-LP3-ITS-0270	Lavaux_2022-09-09_must_Plot19_RepB	2.04	Harvest_2022	must	Lavaux_Plot_19	09.09.2022	B	Harvest	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
364525_278-LP3-ITS-0278	Lavaux_2022-09-09_must_Plot19_RepC	4.82	Harvest_2022	must	Lavaux_Plot_19	09.09.2022	C	Harvest	2022	Year2022	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	46°29′45.020″N 6°42′57.758″E	46.4959274724947	6.7160224459764	SE	Cluster2	Cluster2	no
