id	SAMPLE_NAME	plot	row	vine	Lat	Long
364525_112-LP3-ITS-0112	Lavaux_2021-09-30_must_Plot12_Row7/Vine40_ID92	12	7	40	46.502338	6.705172
364525_062-LP3-ITS-0062	Lavaux_2021-09-30_must_Plot12_Row7/Vine60_ID93	12	7	60	46.502465	6.705316
364525_176-LP3-ITS-0176	Lavaux_2021-09-30_must_Plot13_Row1/Vine10_ID94	13	1	10	46.501886	6.712115
364525_032-LP3-ITS-0032	Lavaux_2021-09-30_must_Plot13_Row1/Vine30_ID95	13	1	30	46.501953	6.711975
364525_049-LP3-ITS-0049	Lavaux_2021-09-30_must_Plot13_Row2/Vine20_ID96	13	2	20	46.501897	6.712056
364525_079-LP3-ITS-0079	Lavaux_2021-09-30_must_Plot13_Row3/Vine10_ID97	13	3	10	46.501856	6.712114
364525_175-LP3-ITS-0175	Lavaux_2021-09-30_must_Plot13_Row3/Vine30_ID98	13	3	30	46.501932	6.711957
364525_282-LP3-ITS-0282	Lavaux_2021-09-30_must_Plot13_Row4/Vine20_ID99	13	4	20	46.501882	6.712027
364525_142-LP3-ITS-0142	Lavaux_2021-09-30_must_Plot13_Row5/Vine10_ID100	13	5	10	46.50184	6.712085
364525_241-LP3-ITS-0241	Lavaux_2021-09-30_must_Plot13_Row5/Vine31_ID101	13	5	31	46.501921	6.711919
364525_130-LP3-ITS-0130	Lavaux_2021-09-30_must_Plot13_Row6/Vine20_ID102	13	6	20	46.50187	6.711991
364525_060-LP3-ITS-0060	Lavaux_2021-09-30_must_Plot14_Row2/Vine4_ID103	14	2	4	46.497673	6.705571
364526_320-LP3-ITS-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	14	4	4	46.497701	6.705579
364525_122-LP3-ITS-0122	Lavaux_2021-09-30_must_Plot14_Row5/Vine8_ID105	14	5	8	46.497735	6.705536
364525_120-LP3-ITS-0120	Lavaux_2021-09-30_must_Plot14_Row6/Vine4_ID106	14	6	4	46.497732	6.70558
364525_186-LP3-ITS-0186	Lavaux_2021-09-30_must_Plot14_Row6/Vine12_ID107	14	6	12	46.497767	6.705503
364525_052-LP3-ITS-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	14	7	8	46.497763	6.705547
364525_036-LP3-ITS-0036	Lavaux_2021-09-30_must_Plot14_Row8/Vine4_ID109	14	8	4	46.497759	6.70559
364525_151-LP3-ITS-0151	Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110	14	9	10	46.497793	6.705546
364525_101-LP3-ITS-0101	Lavaux_2021-09-30_must_Plot14_Row10/Vine4_ID111	14	10	4	46.497784	6.7056
364525_158-LP3-ITS-0158	Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112	14	11	8	46.497817	6.705565
364525_070-LP3-ITS-0070	Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113	14	12	4	46.497813	6.705606
364525_116-LP3-ITS-0116	Lavaux_2021-09-30_must_Plot14_Row13/Vine10_ID114	14	13	10	46.497844	6.705549
364525_065-LP3-ITS-0065	Lavaux_2021-09-30_must_Plot14_Row14/Vine4_ID115	14	14	4	46.497823	6.705602
364525_129-LP3-ITS-0129	Lavaux_2021-09-30_must_Plot14_Row15/Vine9_ID116	14	15	9	46.497846	6.705573
364525_168-LP3-ITS-0168	Lavaux_2021-09-30_must_Plot14_Row16/Vine4_ID117	14	16	4	46.49784	6.705612
364525_189-LP3-ITS-0189	Lavaux_2021-09-30_must_Plot14_Row17/Vine10_ID118	14	17	10	46.497872	6.705557
364525_167-LP3-ITS-0167	Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119	14	18	4	46.497855	6.705613
364525_051-LP3-ITS-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	15	2	11	46.505224	6.701974
364525_125-LP3-ITS-0125	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121a	15	3	20	46.505275	6.702023
