id	SAMPLE_NAME	sample_type	Plot_ID	COLLECTION_DATE	Year	Plot	Altitude	Average_slope	Exposition	Min_radiation	Max_radiation	Average_radiation	Soil_thickness	Soil_type	Soil_depth	Hydromorphie	Hydromorphie_code	Geology	Must_Oechsle	Wine_Tartatic_Acid	Wine_Malic_Acid	Wine_Glucose	Wine_Fructose	Wine_Lactic_Acid	Wien_Glycerol	Wine_Acetic_Acid
364525_066-LP3-ITS-0066	Lavaux_2021-09-30_must_Plot5_Row6/Vine20_ID36	must	Lavaux_Plot_5	2021-09-30 00:00:00 +0200	2021	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	75.0	2.9	0.06	0.34	0.3	1.62	7.45	0.63
364525_004-LP3-ITS-0004	Lavaux_2021-09-30_must_Plot5_Row6/Vine30_ID37b	must	Lavaux_Plot_5	2021-09-30 00:00:00 +0200	2021	5	400	30	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	75.0	2.9	0.06	0.34	0.3	1.62	7.45	0.63
364526_340-LP3-ITS-0916	Lavaux_2021-09-30_must_Plot9_Row2/Vine10_ID38	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_132-LP3-ITS-0132	Lavaux_2021-09-30_must_Plot9_Row3/Vine20_ID39	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_106-LP3-ITS-0106	Lavaux_2021-09-30_must_Plot9_Row4/Vine10_ID40	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_100-LP3-ITS-0100	Lavaux_2021-09-30_must_Plot9_Row4/Vine30_ID41	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_249-LP3-ITS-0249	Lavaux_2021-09-30_must_Plot9_Row5/Vine20_ID42	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_108-LP3-ITS-0108	Lavaux_2021-09-30_must_Plot9_Row5/Vine40_ID43	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_157-LP3-ITS-0157	Lavaux_2021-09-30_must_Plot9_Row6/Vine10_ID44	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_136-LP3-ITS-0136	Lavaux_2021-09-30_must_Plot9_Row6/Vine30_ID45	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_233-LP3-ITS-0233	Lavaux_2021-09-30_must_Plot9_Row7/Vine20_ID46	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_138-LP3-ITS-0138	Lavaux_2021-09-30_must_Plot9_Row7/Vine40_ID47	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_150-LP3-ITS-0150	Lavaux_2021-09-30_must_Plot9_Row8/Vine10_ID48	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_073-LP3-ITS-0073	Lavaux_2021-09-30_must_Plot9_Row8/Vine30_ID49	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_084-LP3-ITS-0084	Lavaux_2021-09-30_must_Plot9_Row9/Vine20_ID50	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_009-LP3-ITS-0009	Lavaux_2021-09-30_must_Plot9_Row9/Vine40_ID51	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_137-LP3-ITS-0137	Lavaux_2021-09-30_must_Plot9_Row10/Vine10_ID52	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364526_341-LP3-ITS-0917	Lavaux_2021-09-30_must_Plot9_Row10/Vine31_ID53	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364526_339-LP3-ITS-0915	Lavaux_2021-09-30_must_Plot9_Row11/Vine22_ID54	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_039-LP3-ITS-0039	Lavaux_2021-09-30_must_Plot9_Row11/Vine40_ID55	must	Lavaux_Plot_9	2021-09-30 00:00:00 +0200	2021	9	520	35	South-West	875	900	887.5	calcosol	Calcaire	100-180	no_redox	0	Molasse	73.0	2.99	0.07	0.32	0.26	1.51	6.56	0.79
364525_020-LP3-ITS-0020	Lavaux_2021-09-30_must_Plot11_Row2/Vine10_ID56	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_177-LP3-ITS-0177	Lavaux_2021-09-30_must_Plot11_Row2/Vine31_ID57	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_161-LP3-ITS-0161	Lavaux_2021-09-30_must_Plot11_Row2/Vine51_ID58	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_179-LP3-ITS-0179	Lavaux_2021-09-30_must_Plot11_Row3/Vine19_ID59	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_225-LP3-ITS-0225	Lavaux_2021-09-30_must_Plot11_Row3/Vine40_ID60	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_258-LP3-ITS-0258	Lavaux_2021-09-30_must_Plot11_Row4/Vine10_ID61	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_145-LP3-ITS-0145	Lavaux_2021-09-30_must_Plot11_Row4/Vine32_ID62	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_194-LP3-ITS-0194	Lavaux_2021-09-30_must_Plot11_Row4/Vine50_ID63	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_257-LP3-ITS-0257	Lavaux_2021-09-30_must_Plot11_Row5/Vine19_ID64	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_218-LP3-ITS-0218	Lavaux_2021-09-30_must_Plot11_Row5/Vine41_ID65	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_005-LP3-ITS-0005	Lavaux_2021-09-30_must_Plot11_Row6/Vine22_ID66	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_127-LP3-ITS-0127	Lavaux_2021-09-30_must_Plot11_Row6/Vine40_ID67	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_082-LP3-ITS-0082	Lavaux_2021-09-30_must_Plot11_Row7/Vine15_ID68	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_154-LP3-ITS-0154	Lavaux_2021-09-30_must_Plot11_Row7/Vine30_ID69	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_162-LP3-ITS-0162	Lavaux_2021-09-30_must_Plot11_Row7/Vine50_ID70	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364526_336-LP3-ITS-0912	Lavaux_2021-09-30_must_Plot11_Row8/Vine11_ID71	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_217-LP3-ITS-0217	Lavaux_2021-09-30_must_Plot11_Row8/Vine30_ID72	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_163-LP3-ITS-0163	Lavaux_2021-09-30_must_Plot11_Row8/Vine50_ID73	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_041-LP3-ITS-0041	Lavaux_2021-09-30_must_Plot11_Row9/Vine20_ID74	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_160-LP3-ITS-0160	Lavaux_2021-09-30_must_Plot11_Row9/Vine40_ID75	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	75.0	3.42	0.06	0.33	0.3	1.87	7.13	1.03
364525_169-LP3-ITS-0169	Lavaux_2021-09-30_must_Plot12_Row2/Vine10_ID76	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_118-LP3-ITS-0118	Lavaux_2021-09-30_must_Plot12_Row2/Vine30_ID77	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_028-LP3-ITS-0028	Lavaux_2021-09-30_must_Plot12_Row2/Vine50_ID78	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_110-LP3-ITS-0110	Lavaux_2021-09-30_must_Plot12_Row3/Vine41_ID80	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_141-LP3-ITS-0141	Lavaux_2021-09-30_must_Plot12_Row3/Vine60_ID81	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_069-LP3-ITS-0069	Lavaux_2021-09-30_must_Plot12_Row4/Vine10_ID82	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_012-LP3-ITS-0012	Lavaux_2021-09-30_must_Plot12_Row4/Vine30_ID83	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_094-LP3-ITS-0094	Lavaux_2021-09-30_must_Plot12_Row4/Vine50_ID84	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_164-LP3-ITS-0164	Lavaux_2021-09-30_must_Plot12_Row5/Vine20_ID85	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_209-LP3-ITS-0209	Lavaux_2021-09-30_must_Plot12_Row5/Vine40_ID86	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_182-LP3-ITS-0182	Lavaux_2021-09-30_must_Plot12_Row5/Vine60_ID87	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_092-LP3-ITS-0092	Lavaux_2021-09-30_must_Plot12_Row6/Vine11_ID88	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_111-LP3-ITS-0111	Lavaux_2021-09-30_must_Plot12_Row6/Vine31_ID89	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_089-LP3-ITS-0089	Lavaux_2021-09-30_must_Plot12_Row6/Vine50_ID90	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_114-LP3-ITS-0114	Lavaux_2021-09-30_must_Plot12_Row7/Vine20_ID91	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_112-LP3-ITS-0112	Lavaux_2021-09-30_must_Plot12_Row7/Vine40_ID92	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_062-LP3-ITS-0062	Lavaux_2021-09-30_must_Plot12_Row7/Vine60_ID93	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	73.0	2.89	0.07	0.33	0.29	1.67	6.59	0.6
364525_176-LP3-ITS-0176	Lavaux_2021-09-30_must_Plot13_Row1/Vine10_ID94	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_032-LP3-ITS-0032	Lavaux_2021-09-30_must_Plot13_Row1/Vine30_ID95	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_049-LP3-ITS-0049	Lavaux_2021-09-30_must_Plot13_Row2/Vine20_ID96	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_079-LP3-ITS-0079	Lavaux_2021-09-30_must_Plot13_Row3/Vine10_ID97	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_175-LP3-ITS-0175	Lavaux_2021-09-30_must_Plot13_Row3/Vine30_ID98	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_282-LP3-ITS-0282	Lavaux_2021-09-30_must_Plot13_Row4/Vine20_ID99	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_142-LP3-ITS-0142	Lavaux_2021-09-30_must_Plot13_Row5/Vine10_ID100	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_241-LP3-ITS-0241	Lavaux_2021-09-30_must_Plot13_Row5/Vine31_ID101	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_130-LP3-ITS-0130	Lavaux_2021-09-30_must_Plot13_Row6/Vine20_ID102	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	75.0	2.61	0.09	0.33	0.28	1.53	7.13	0.68
364525_060-LP3-ITS-0060	Lavaux_2021-09-30_must_Plot14_Row2/Vine4_ID103	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364526_320-LP3-ITS-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_122-LP3-ITS-0122	Lavaux_2021-09-30_must_Plot14_Row5/Vine8_ID105	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_120-LP3-ITS-0120	Lavaux_2021-09-30_must_Plot14_Row6/Vine4_ID106	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_186-LP3-ITS-0186	Lavaux_2021-09-30_must_Plot14_Row6/Vine12_ID107	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_052-LP3-ITS-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_036-LP3-ITS-0036	Lavaux_2021-09-30_must_Plot14_Row8/Vine4_ID109	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_151-LP3-ITS-0151	Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_101-LP3-ITS-0101	Lavaux_2021-09-30_must_Plot14_Row10/Vine4_ID111	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_158-LP3-ITS-0158	Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_070-LP3-ITS-0070	Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_116-LP3-ITS-0116	Lavaux_2021-09-30_must_Plot14_Row13/Vine10_ID114	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_065-LP3-ITS-0065	Lavaux_2021-09-30_must_Plot14_Row14/Vine4_ID115	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_129-LP3-ITS-0129	Lavaux_2021-09-30_must_Plot14_Row15/Vine9_ID116	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_168-LP3-ITS-0168	Lavaux_2021-09-30_must_Plot14_Row16/Vine4_ID117	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_189-LP3-ITS-0189	Lavaux_2021-09-30_must_Plot14_Row17/Vine10_ID118	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_167-LP3-ITS-0167	Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	78.0	3.06	0.06	0.34	0.29	1.47	6.9	0.77
364525_051-LP3-ITS-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
