id	SAMPLE_NAME	sample_type	Plot_ID	COLLECTION_DATE	Year	Plot	Altitude	Average_slope	Exposition	Min_radiation	Max_radiation	Average_radiation	Soil_thickness	Soil_type	Soil_depth	Hydromorphie	Hydromorphie_code	Geology	Must_Oechsle	Wine_Tartatic_Acid	Wine_Malic_Acid	Wine_Glucose	Wine_Fructose	Wine_Lactic_Acid	Wien_Glycerol	Wine_Acetic_Acid
364525_125-LP3-ITS-0125	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_002-LP3-ITS-0002	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121b	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_006-LP3-ITS-0006	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121c	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_095-LP3-ITS-0095	Lavaux_2021-09-30_must_Plot15_Row4/Vine10_ID122	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_178-LP3-ITS-0178	Lavaux_2021-09-30_must_Plot15_Row4/Vine30_ID123	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_024-LP3-ITS-0024	Lavaux_2021-09-30_must_Plot15_Row5/Vine20_ID124	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_185-LP3-ITS-0185	Lavaux_2021-09-30_must_Plot15_Row6/Vine10_ID126	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_148-LP3-ITS-0148	Lavaux_2021-09-30_must_Plot15_Row6/Vine30_ID127	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_103-LP3-ITS-0103	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_124-LP3-ITS-0124	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128b	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_146-LP3-ITS-0146	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_016-LP3-ITS-0016	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129b	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_043-LP3-ITS-0043	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129c	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_128-LP3-ITS-0128	Lavaux_2021-09-30_must_Plot15_Row8/Vine10_ID130	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_143-LP3-ITS-0143	Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_029-LP3-ITS-0029	Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131c	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_115-LP3-ITS-0115	Lavaux_2021-09-30_must_Plot15_Row9/Vine20_ID132	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_088-LP3-ITS-0088	Lavaux_2021-09-30_must_Plot15_Row10/Vine10_ID133	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_093-LP3-ITS-0093	Lavaux_2021-09-30_must_Plot15_Row10/Vine30_ID134	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_015-LP3-ITS-0015	Lavaux_2021-09-30_must_Plot15_Row11/Vine20_ID135	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_192-LP3-ITS-0192	Lavaux_2021-09-30_must_Plot15_Row11/Vine38_ID136	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_025-LP3-ITS-0025	Lavaux_2021-09-30_must_Plot15_Row12/Vine9_ID137	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_046-LP3-ITS-0046	Lavaux_2021-09-30_must_Plot15_Row12/Vine30_ID138	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_022-LP3-ITS-0022	Lavaux_2021-09-30_must_Plot15_Row13/Vine20_ID139	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_074-LP3-ITS-0074	Lavaux_2021-09-30_must_Plot15_Row13/Vine39_ID140	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_119-LP3-ITS-0119	Lavaux_2021-09-30_must_Plot15_Row14/Vine10_ID141	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_056-LP3-ITS-0056	Lavaux_2021-09-30_must_Plot15_Row14/Vine31_ID142	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_098-LP3-ITS-0098	Lavaux_2021-09-30_must_Plot15_Row15/Vine20_ID143	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	73.0	3.43	0.07	0.33	0.3	1.69	6.29	0.75
364525_121-LP3-ITS-0121	Lavaux_2021-09-30_must_Plot17_Row2/Vine5_ID144	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_281-LP3-ITS-0281	Lavaux_2021-09-30_must_Plot17_Row3/Vine10_ID145	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_265-LP3-ITS-0265	Lavaux_2021-09-30_must_Plot17_Row3/Vine15_ID146	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_087-LP3-ITS-0087	Lavaux_2021-09-30_must_Plot17_Row3/Vine25_ID147	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_234-LP3-ITS-0234	Lavaux_2021-09-30_must_Plot17_Row4/Vine5_ID148	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_105-LP3-ITS-0105	Lavaux_2021-09-30_must_Plot17_Row4/Vine15_ID149	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_274-LP3-ITS-0274	Lavaux_2021-09-30_must_Plot17_Row4/Vine25_ID150	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_031-LP3-ITS-0031	Lavaux_2021-09-30_must_Plot17_Row4/Vine35_ID151	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_203-LP3-ITS-0203	Lavaux_2021-09-30_must_Plot17_Row5/Vine10_ID152	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_170-LP3-ITS-0170	Lavaux_2021-09-30_must_Plot17_Row5/Vine20_ID153	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_184-LP3-ITS-0184	Lavaux_2021-09-30_must_Plot17_Row5/Vine40_ID155	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_201-LP3-ITS-0201	Lavaux_2021-09-30_must_Plot17_Row5/Vine45_ID156	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364526_327-LP3-ITS-0903	Lavaux_2021-09-30_must_Plot17_Row6/Vine10_ID157	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_123-LP3-ITS-0123	Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158a	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_023-LP3-ITS-0023	Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158b	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364526_321-LP3-ITS-0897	Lavaux_2021-09-30_must_Plot17_Row7/Vine21_ID159	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_077-LP3-ITS-0077	Lavaux_2021-09-30_must_Plot17_Row7/Vine40_ID160	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_063-LP3-ITS-0063	Lavaux_2021-09-30_must_Plot17_Row8/Vine10_ID161	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_193-LP3-ITS-0193	Lavaux_2021-09-30_must_Plot17_Row8/Vine32_ID162	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_126-LP3-ITS-0126	Lavaux_2021-09-30_must_Plot17_Row9/Vine20_ID163	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_152-LP3-ITS-0152	Lavaux_2021-09-30_must_Plot17_Row9/Vine40_ID164	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_180-LP3-ITS-0180	Lavaux_2021-09-30_must_Plot17_Row10/Vine10_ID165	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_195-LP3-ITS-0195	Lavaux_2021-09-30_must_Plot17_Row10/Vine30_ID166	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_183-LP3-ITS-0183	Lavaux_2021-09-30_must_Plot17_Row11/Vine20_ID167	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_135-LP3-ITS-0135	Lavaux_2021-09-30_must_Plot17_Row11/Vine40_ID168	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_266-LP3-ITS-0266	Lavaux_2021-09-30_must_Plot17_Row12/Vine10_ID169	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_030-LP3-ITS-0030	Lavaux_2021-09-30_must_Plot17_Row12/Vine30_ID170	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_003-LP3-ITS-0003	Lavaux_2021-09-30_must_Plot17_Row13/Vine20_ID171	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_099-LP3-ITS-0099	Lavaux_2021-09-30_must_Plot17_Row13/Vine40_ID172	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_113-LP3-ITS-0113	Lavaux_2021-09-30_must_Plot17_Row14/Vine10_ID173	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_191-LP3-ITS-0191	Lavaux_2021-09-30_must_Plot17_Row14/Vine30_ID174	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_064-LP3-ITS-0064	Lavaux_2021-09-30_must_Plot17_Row15/Vine21_ID175	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_226-LP3-ITS-0226	Lavaux_2021-09-30_must_Plot17_Row15/Vine40_ID176	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_202-LP3-ITS-0202	Lavaux_2021-09-30_must_Plot17_Row16/Vine10_ID177	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_156-LP3-ITS-0156	Lavaux_2021-09-30_must_Plot17_Row16/Vine30_ID178	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364526_325-LP3-ITS-0901	Lavaux_2021-09-30_must_Plot17_Row17/Vine20_ID179	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_042-LP3-ITS-0042	Lavaux_2021-09-30_must_Plot17_Row17/Vine40_ID180	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_097-LP3-ITS-0097	Lavaux_2021-09-30_must_Plot17_Row18/Vine20_ID182	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364525_140-LP3-ITS-0140	Lavaux_2021-09-30_must_Plot17_Row18/Vine30_ID183	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364526_323-LP3-ITS-0899	Lavaux_2021-09-30_must_Plot17_Row18/Vine40_ID184	must	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	2021	17	390	20	South-West	900	925	912.5	calcosol	Calcaire	40-100	Slightly_redox	1	Molasse	73.0	3.06	0.15	0.42	0.29	1.79	7.24	0.81
364526_337-LP3-ITS-0913	Lavaux_2021-09-30_must_Plot18_Row2/Vine7_ID185	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_096-LP3-ITS-0096	Lavaux_2021-09-30_must_Plot18_Row3/Vine14_ID186	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_090-LP3-ITS-0090	Lavaux_2021-09-30_must_Plot18_Row4/Vine8_ID187	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_181-LP3-ITS-0181	Lavaux_2021-09-30_must_Plot18_Row5/Vine14_ID188	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_078-LP3-ITS-0078	Lavaux_2021-09-30_must_Plot18_Row6/Vine7_ID189	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_187-LP3-ITS-0187	Lavaux_2021-09-30_must_Plot18_Row7/Vine14_ID190	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364526_328-LP3-ITS-0904	Lavaux_2021-09-30_must_Plot18_Row8/Vine7_ID191	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_081-LP3-ITS-0081	Lavaux_2021-09-30_must_Plot18_Row9/Vine14_ID192	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_188-LP3-ITS-0188	Lavaux_2021-09-30_must_Plot18_Row10/Vine7_ID193	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_086-LP3-ITS-0086	Lavaux_2021-09-30_must_Plot18_Row11/Vine14_ID194	must	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	2021	18	470	25	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	69.0	3.1	0.06	0.33	0.27	1.59	7.39	1.19
364525_149-LP3-ITS-0149	Lavaux_2021-09-30_must_Plot19_Row2/Vine5_ID195	must	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	2021	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	68.0	3.78	0.06	0.33	0.28	1.58	7.26	1.02
364525_173-LP3-ITS-0173	Lavaux_2021-09-30_must_Plot19_Row3/Vine10_ID196	must	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	2021	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	68.0	3.78	0.06	0.33	0.28	1.58	7.26	1.02
364526_335-LP3-ITS-0911	Lavaux_2021-09-30_must_Plot19_Row4/Vine5_ID197	must	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	2021	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	68.0	3.78	0.06	0.33	0.28	1.58	7.26	1.02
364525_013-LP3-ITS-0013	Lavaux_2021-09-30_must_Plot19_Row4/Vine11_ID198	must	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	2021	19	510	50	South-West	900	925	912.5	calcosol	Calcaire	100-180	no_redox	0	Gravel_moraine	68.0	3.78	0.06	0.33	0.28	1.58	7.26	1.02
364526_322-LP3-ITS-0898	Lavaux_2021-09-30_must_Plot20_Row2/Vine11_ID199	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
364525_091-LP3-ITS-0091	Lavaux_2021-09-30_must_Plot20_Row2/Vine30_ID200b	must	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	2021	20	470	20	South	925	950	937.5	calcosol	Calcaire	100-180	no_redox	0	Bottom_moraine	76.0	3.15	0.06	0.32	0.27	1.7	7.12	1.19
