id	SAMPLE_NAME	Plot	Location	Variety	Water_Stress	GEOL	Soil_type	Soil_depth	Precipitation	Latitude	Longitude	Year
364525_544-LP3-ITS-0544	Valais_55	Muraz_1	Venthône	Pinot noir	4816.0	48.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.29861111111111	7.523611111111111	2023
364525_538-LP3-ITS-0538	Valais_85	Visp_2	Visp	Pinot noir	9336.0	93.0	Calcique	above_150	RU grande, >150 mm	46.29111111111111	7.876111111111111	2023
364525_540-LP3-ITS-0540	Valais_89	Leytron_4	Leytron	Chasselas	8816.0	88.0	Calcaire	above_150	RU faible, <100 mm	46.186388888888885	7.2219444444444445	2023
364525_523-LP3-ITS-0523	Valais_61	Venth_3	Veyras	Chasselas	1116.0	11.0	Calcaire	above_150	RU grande, >150 mm	46.31083333333333	7.541111111111111	2023
364525_524-LP3-ITS-0524	Valais_71	Sierre_3	Sierre	Pinot Noir						46.299166666666665	7.539722222222222	2023
364525_525-LP3-ITS-0525	Valais_57	Muraz_3	Venthône	Pinot noir	2524.0	25.0	Calcareous	variable_40-150	RU faible, <100 mm	46.29861111111111	7.524166666666667	2023
364525_526-LP3-ITS-0526	Valais_52	Valençon	Plat de Valençon	Pinot noir 	2415.0	24.0	Calcaire	100-150	RU moyenne, comprise entre 100 et 150 mm	46.27611111111111	7.4725	2023
364525_530-LP3-ITS-0530	Valais_88	Leytron_3	Leytron	Chasselas	8816.0	88.0	Calcaire	above_150	RU faible, <100 mm	46.186388888888885	7.2219444444444445	2023
364525_532-LP3-ITS-0532	Valais_72	Salg_1	Salgesch	Pinot noir                                                                                                                                                                                                                                                     	6216.0	62.0	Calcaire	above_150	RU faible, <100 mm	46.31444444444444	7.576111111111111	2023
364525_533-LP3-ITS-0533	Valais_53	Loc	Venthône	Chasselas	4816.0	48.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.294999999999995	7.514722222222222	2023
364525_528-LP3-ITS-0528	Valais_51	Granges	Sierre	Pinot Noir	1724.0	17.0	Calcareous	variable_40-150	RU faible, <100 mm	46.26222222222222	7.477222222222222	2023
364525_529-LP3-ITS-0529	Valais_82	Gampel_1	Gampel	Pinot noir						46.31472222222222	7.722777777777778	2023
364525_556-LP3-ITS-0556	Valais_78	Pinède_2	Leuk	Chasselas	6216.0	62.0	Calcaire	above_150	RU faible, <100 mm	46.30611111111111	7.609444444444444	2023
364525_557-LP3-ITS-0557	Valais_67	Géronde_1	Sierre	Pinot Noir	1725.0	17.0	Calcareous	100-150	RU faible, <100 mm	46.28611111111111	7.545833333333333	2023
364525_558-LP3-ITS-0558	Valais_64	Miège_3	Miège	Pinot noir	1716.0	17.0	Calcaire	above_150	RU faible, <100 mm	46.31527777777777	7.554444444444444	2023
364525_563-LP3-ITS-0563	Valais_84	Visp_1	Visp	Pinot noir	2216.0	22.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.28361111111111	7.883611111111111	2023
364525_565-LP3-ITS-0565	Valais_80	Leuk_2	Leuk	Chasselas						46.31527777777777	7.649444444444444	2023
364525_561-LP3-ITS-0561	Valais_56	Muraz_2	Venthône	Chasselas	4816.0	48.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.29861111111111	7.523611111111111	2023
364525_562-LP3-ITS-0562	Valais_75	Var_1	Salgesch	Chasselas	6116.0	61.0	Calcaire	above_150	RU grande, >150 mm	46.31527777777777	7.603333333333333	2023
364525_545-LP3-ITS-0545	Valais_60	Venth_2	Venthône	Pinot Noir	1116.0	11.0	Calcaire	above_150	RU grande, >150 mm	46.30777777777777	7.536388888888888	2023
364525_546-LP3-ITS-0546	Valais_81	Leuk_3	Leuk	Pinot Noir	6116.0	61.0	Calcaire	above_150	RU grande, >150 mm	46.31388888888888	7.64861111111111	2023
364525_547-LP3-ITS-0547	Valais_68	Géronde_2	Sierre	Pinot Noir	1725.0	17.0	Calcareous	100-150	RU faible, <100 mm	46.28527777777778	7.545555555555556	2023
364525_552-LP3-ITS-0552	Valais_87	Stalden_2	Stalden	Chasselas	6735.0	67.0	Calcique	100-150	RU faible, <100 mm	46.24666666666667	7.874444444444445	2023
364525_553-LP3-ITS-0553	Valais_90	Leytron_5	Leytron	Pinot noir	8816.0	88.0	Calcaire	above_150	RU faible, <100 mm	46.186388888888885	7.2219444444444445	2023
364525_554-LP3-ITS-0554	Valais_62	Miege_1	Miège	Chasselas	1724.0	17.0	Calcareous	variable_40-150	RU faible, <100 mm	46.31361111111111	7.538888888888889	2023
364525_555-LP3-ITS-0555	Valais_77	Pinède_1	Leuk	Pinot noir	6216.0	62.0	Calcaire	above_150	RU faible, <100 mm	46.3075	7.6075	2023
364525_548-LP3-ITS-0548	Valais_66	Bernu_2	Sierre, Bernunes	Chasselas	9116.0	91.0	Calcaire	above_150	RU grande, >150 mm	46.30583333333333	7.559722222222222	2023
364525_549-LP3-ITS-0549	Valais_83	Gampel_2	Gampel	Chasselas	6535.0	65.0	Calcique	100-150	RU moyenne, comprise entre 100 et 150 mm	46.31527777777777	7.724444444444445	2023
364525_550-LP3-ITS-0550	Valais_91	Leytron_6	Leytron	Pinot noir	8816.0	88.0	Calcaire	above_150	RU faible, <100 mm	46.186388888888885	7.2219444444444445	2023
364525_551-LP3-ITS-0551	Valais_54	Praviriaz	Venthône	Pinot Noir	6116.0	61.0	Calcaire	above_150	RU grande, >150 mm	46.29722222222222	7.517222222222222	2023
364525_516-LP3-ITS-0516	Valais_8	Mart_5	Plan-Cerisier	Chasselas	6656.0	67.0	Brunisol	above_150	RU faible, <100 mm	46.08555555555556	7.051111111111111	2023
364525_517-LP3-ITS-0517	Valais_18	Saxon_1	Saxon	Pinot noir	9116.0	91.0	Calcaire	above_150	RU grande, >150 mm	46.147777777777776	7.187222222222222	2023
364525_512-LP3-ITS-0512	Valais_16	Fully_5	Fully	Chasselas	6014.0	60.0	Calcaire	variable_40-150	RU grande, >150 mm	46.15222222222222	7.130833333333333	2023
364525_513-LP3-ITS-0513	Valais_32	Vétroz_3	Vétroz	Pinot noir						46.217222222222226	7.2588888888888885	2023
364525_514-LP3-ITS-0514	Valais_5	Mart_2	martigny	Chasselas	6515.0	65.0	Calcaire	100-150	RU moyenne, comprise entre 100 et 150 mm	46.09638888888889	7.0586111111111105	2023
364525_515-LP3-ITS-0515	Valais_6	Mart_3	martigny	Pinot	6536.0	65.0	Calcique	above_150	RU moyenne, comprise entre 100 et 150 mm	46.096111111111114	7.0569444444444445	2023
364525_519-LP3-ITS-0519	Valais_59	Venth_1	Venthône (Trigende)	Pinot noir	1116.0	11.0	Calcaire	above_150	RU grande, >150 mm	46.308055555555555	7.535	2023
364525_520-LP3-ITS-0520	Valais_79	Leuk_1	Leuk	Pinot noir						46.315555555555555	7.649444444444444	2023
364525_521-LP3-ITS-0521	Valais_70	Sierre_2	Muraz ( Sierre)	Pinot noir	1116.0	11.0	Calcaire	above_150	RU grande, >150 mm	46.294999999999995	7.53	2023
364525_522-LP3-ITS-0522	Valais_76	Var_2	Salgesch	Pinot noir	6416.0	64.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.32138888888889	7.621666666666667	2023
364525_518-LP3-ITS-0518	Valais_86	Stalden_1	Stalden	Pinot noir	5736.0	57.0	Calcique	above_150	RU faible, <100 mm	46.25083333333333	7.875277777777778	2023
364525_508-LP3-ITS-0508	Valais_27	Chamos_2	Chamoson	Chasselas	6916.0	69.0	Calcaire	above_150	RU grande, >150 mm	46.18944444444444	7.230277777777778	2023
364525_509-LP3-ITS-0509	Valais_12	Fully_1	Fully	Chasselas	8816.0	88.0	Calcaire	above_150	RU faible, <100 mm	46.14944444444444	7.128333333333333	2023
364525_510-LP3-ITS-0510	Valais_11	Charra_2	Charrat	Pinot noir 						46.12777777777778	7.143611111111111	2023
364525_511-LP3-ITS-0511	Valais_37	Châto	Sion	Chasselas	6816.0	68.0	Calcaire	above_150	RU moyenne, comprise entre 100 et 150 mm	46.22	7.315277777777777	2023
364526_213-LP3-ITS-0789	Lavaux_2023-09-20_must_Plot4_RepA	4		Chasselas			Calcaire	100-180		46.4988570548289	6.70807175575627	2023
364526_220-LP3-ITS-0796	Lavaux_2023-09-20_must_Plot4_RepB	4		Chasselas			Calcaire	100-180		46.4988570548289	6.70807175575627	2023
364526_210-LP3-ITS-0786	Lavaux_2023-09-20_must_Plot4_RepC	4		Chasselas			Calcaire	100-180		46.4988570548289	6.70807175575627	2023
364526_196-LP3-ITS-0772	Lavaux_2023-09-20_must_Plot4_RepD	4		Chasselas			Calcaire	100-180		46.4988570548289	6.70807175575627	2023
364526_195-LP3-ITS-0771	Lavaux_2023-09-20_must_Plot4_RepE	4		Chasselas			Calcaire	100-180		46.4988570548289	6.70807175575627	2023
364526_234-LP3-ITS-0810	Lavaux_2023-09-20_must_Plot5_RepA	5		Chasselas			Calcaire	100-180		46.4964065903741	6.70871201397826	2023
364526_240-LP3-ITS-0816	Lavaux_2023-09-20_must_Plot5_RepB	5		Chasselas			Calcaire	100-180		46.4964065903741	6.70871201397826	2023
364526_243-LP3-ITS-0819	Lavaux_2023-09-20_must_Plot5_RepC	5		Chasselas			Calcaire	100-180		46.4964065903741	6.70871201397826	2023
